admin/auth,/api/v1/admin/auth,公开接口-登录相关,公开接口-登录相关
admin/common,/api/v1/admin/common,通用接口,通用接口
admin/crm/business/opportunity,/api/v1/admin/business,商机管理,商机管理
admin/crm/customerdomain/customer,/api/v1/admin/customerdomain,客户管理,客户管理
admin/crm/customerdomain/leader,/api/v1/admin/customerdomain,线索管理,线索管理
admin/crm/customerdomain/registercode,/api/v1/admin/customerdomain,注册码管理,注册码管理
admin/crm/market/brandstory,/api/v1/admin/market,品牌故事,品牌故事
admin/crm/market/media,/api/v1/admin/market,媒体管理,媒体管理
admin/crm/market/mgm,/api/v1/admin/market,MGMRule管理,MGMRule管理
admin/crm/market/store,/api/v1/admin/market,门店,门店
admin/crm/membership,/api/v1/admin/membership,会籍管理,会籍管理
admin/crm/product/artisan,/api/v1/admin/product,元匠,元匠
admin/crm/product/pricebook,/api/v1/admin/product,价格手册,价格手册
admin/crm/product/pricebookentry,/api/v1/admin/product,价格手册条目,价格手册条目
admin/crm/product,/api/v1/admin/product,产品服务,产品服务
admin/crm/product/category,/api/v1/admin/product,产品品类,产品品类
admin/crm/product/productspecific,/api/v1/admin/product,产品规格服务,产品规格服务
admin/crm/product/productstatistics,/api/v1/admin/product,产品统计,产品统计
admin/crm/product/sku,/api/v1/admin/product,SKU服务,SKU服务
admin/crm/trade/address/billing,/api/v1/admin/trade/address,账单地址服务,账单地址服务
admin/crm/trade/address/delivery,/api/v1/admin/trade/address,订单发货地址服务,订单发货地址服务
admin/crm/trade/logistics,/api/v1/admin/trade,物流服务,物流服务
admin/crm/trade/order,/api/v1/admin/trade,订单服务,订单服务
admin/crm/trade/payment,/api/v1/admin/trade,支付单服务,支付单服务
admin/crm/trade/order,/api/v1/admin/trade,退款单服务,退款单服务
admin/crm/trade/address/shipping,/api/v1/admin/trade/address,收获地址服务,收获地址服务
admin/crm/trade/token,/api/v1/admin/trade/token,代币产品,代币产品
admin/crm/trade/warehouse,/api/v1/admin/trade,仓库服务,仓库服务
admin/department,/api/v1/admin/department,待命名分组,待描述
admin/dictionary,/api/v1/admin/dictionary,字典管理API,字典管理API
admin/infoorganization/category,/api/v1/admin/info-organization,类别,类别
admin/infoorganization/label,/api/v1/admin/info-organization,框架标签,框架标签
admin/infoorganization/tag,/api/v1/admin/info-organization,碎片标签,碎片标签
admin/mediaresource,/api/v1/admin/media,媒资管理,媒资管理
admin/permission,/api/v1/admin/permission,权限管理,权限管理
admin/position,/api/v1/admin/position,待命名分组,待描述
admin/scrm/app,/api/v1/admin/scrm/app/wechat,企业应用App,企业应用App
admin/scrm/app,/api/v1/admin/scrm/app/wechat,企业应用App,企业应用App
admin/scrm/app,/api/v1/admin/scrm/app/wechat,企业应用App,企业应用App
admin/scrm/bot,/api/v1/admin/scrm/bot/wechat,企业微信机器人,企业微信机器人
admin/scrm/contractway,/api/v1/admin/contract-way,Contract Way Management,Contract Way Management
admin/scrm/customer,/api/v1/admin/scrm/customer/wechat,企业微信客户管理,企业微信客户管理
admin/scrm/customer,/api/v1/admin/scrm/customer/wechat,企业微信客户管理,企业微信客户管理
admin/scrm/customer,/api/v1/admin/scrm/customer,企业微信客户管理,企业微信客户管理
admin/scrm/organization,/api/v1/admin/scrm/organization/wechat,企业微信部门管理,企业微信部门管理
admin/scrm/organization,/api/v1/admin/scrm/organization/wechat,企业微信员工管理,企业微信员工管理
admin/scrm/qrcode,/api/v1/admin/scrm/qrcode/wechat,企业微信二维码,企业微信二维码
admin/scrm/resource,/api/v1/admin/scrm/resource/wechat,微信资源管理,微信资源管理
admin/scrm/tag,/api/v1/admin/scrm/tag/wechat,企业微信标签管理,企业微信标签管理
admin/tag,/api/v1/admin/tags,标签,标签
admin/user,/api/v1/admin/user,员工管理,员工管理
admin/userinfo,/api/v1/admin/user-center,用户中心,用户中心
admin/wechat/officialaccount/media,/api/v1/admin/wechat/official-account,菜单管理,菜单管理
admin/wechat/officialaccount/menu,/api/v1/admin/wechat/official-account,菜单管理,菜单管理
system/health,/api/v1/system,健康管理,健康管理
mp/crm/customer/auth,/api/v1/mp/customer,小程序客户模块,小程序客户模块接口集合
mp/crm/customer,/api/v1/mp/customer,客户服务,客户服务
mp/dictionary,/api/v1/mp/dictionary,字典管理API,字典管理API
mp/infoorganization/category,/api/v1/mp/info-organization,类别,类别
web/infoorganization/label,/api/v1/web/info-organization,框架标签,框架标签
web/infoorganization/tag,/api/v1/web/info-organization,碎片标签,碎片标签
mp/crm/market/media,/api/v1/mp/market,媒资管理,媒资管理
mp/crm/market/store,/api/v1/mp/market,小程序店铺模块,小程序店铺模块接口集合
mp/crm/membership,/api/v1/mp/membership,会籍管理,会籍管理
mp/crm/product/artisan,/api/v1/mp/product,元匠,元匠
mp/crm/product,/api/v1/mp/product,小程序产品模块,小程序产品模块接口集合
mp/crm/product,/api/v1/mp/product,产品品类,产品品类
mp/crm/product/productstatistics,/api/v1/mp/product,产品统计,产品统计
mp/crm/trade/address/billing,/api/v1/mp/trade/address,账单地址服务,账单地址服务
mp/crm/trade/cart,/api/v1/mp/trade,购物车服务,购物车服务API
mp/crm/trade/address/delivery,/api/v1/mp/trade/address,订单发货地址服务,订单发货地址服务
mp/crm/trade/logistics,/api/v1/mp/trade,物流服务,物流服务
mp/crm/trade/order,/api/v1/mp/trade,订单服务,订单服务
mp/crm/trade/payment,/api/v1/mp/trade,支付单服务,支付单服务
mp/crm/trade/address/shipping,/api/v1/mp/trade/address,收获地址服务,收获地址服务
mp/crm/trade/token,/api/v1/mp/trade/token,代币管理,代币管理
openapi/auth,/openapi/v1/auth,Demo Open API,This is a api of Open API in Artisan Cloud
openapi,/openapi/v1,Demo Open API,This is a api of Open API in Artisan Cloud
openapi/provider/brainx,/openapi/v1/provider/brainx,Provider Demo Open API of BrainX,This is a api of Open API in Artisan Cloud
plugin,/api/v1,待命名分组,待描述
openapi/provider/brainx,/openapi/v1/provider/brainx,Provider Demo Open API of BrainX,This is a api of Open API in Artisan Cloud
web/customer/auth,/api/v1/web/customer,Web客户模块,Web客户模块接口集合
web/customer/auth,/api/v1/web/customer,Web客户模块,Web客户模块接口集合
web/customer/auth/oa,/api/v1/web/customer,公众号客户模块,公众号客户模块接口集合
mp/dictionary,/api/v1/web/dictionary,字典管理API,字典管理API
